TYLER,79,541533,179.3,26872.63,436429,36066,4203,11301,26188,27346
BRENDA,80,521401,172.63,27045.26,338308,73569,3738,5008,11714,89064
SAMANTHA,81,517507,171.34,27216.61,356913,20573,3465,13814,22349,100393
ANNA,82,512952,169.84,27386.44,383680,17981,2714,25504,14410,68663
LARRY,83,512453,169.67,27556.11,394454,79799,4179,5448,11546,17027
GREGORY,84,503955,166.86,27722.97,390648,74057,2315,4146,12493,20296
KELLY,85,499226,165.29,27888.26,427397,16500,2681,14049,13098,25501
EMMA,86,498216,164.96,28053.22,357378,21349,2487,15895,20408,80699
ADAM,87,496298,164.32,28217.54,401312,14588,2563,9901,17159,50775
PAMELA,88,495984,164.22,28381.75,399289,55908,2787,5647,11611,20742
AARON,89,494243,163.64,28545.39,311193,57723,4215,19377,20742,80993
RACHEL,90,493720,163.47,28708.86,385771,23038,2806,17628,18570,45907
LUIS,91,489967,162.22,28871.09,12541,2220,480,2730,529,471467
CHRISTINE,92,482604,159.79,29030.87,388851,27986,2250,24336,11756,27425
NATHAN,93,481630,159.46,29190.34,347744,26169,3255,20815,20386,63261
HEATHER,94,473466,156.76,29347.1,427018,7954,3109,3741,16430,15214
CARLOS,95,473059,156.63,29503.73,20599,21463,983,3842,1728,424444
KATHERINE,96,470579,155.81,29659.53,372743,14295,1948,14743,13541,53309
JULIE,97,467486,154.78,29814.31,401578,7007,2121,19245,10406,27129
DEBRA,98,465855,154.24,29968.56,394826,40789,2818,2179,10853,14390
PETER,99,464400,153.76,30122.32,375785,17383,1785,30202,9160,30085
VICTORIA,100,452655,149.87,30272.19,250280,39958,2859,16662,15732,127164
JORDAN,101,452333,149.76,30421.95,275799,74171,3906,10423,32141,55893
OLIVIA,102,449371,148.78,30570.74,288861,28507,2185,16491,28575,84752
LAUREN,103,449369,148.78,30719.52,364036,24971,1549,10413,16662,31738
DENNIS,104,448313,148.43,30867.95,370932,32306,2777,12185,9026,21087
KYLE,105,436136,144.4,31012.35,361908,20118,3511,14230,18062,18307
ZACHARY,106,435260,144.11,31156.47,365155,14112,2394,6857,20008,26734
ANDREA,107,429406,142.17,31298.64,237417,45462,2483,7169,10791,126084
JANET,108,429157,142.09,31440.73,355505,23631,1759,9637,6991,31634
CHRISTINA,109,423586,140.25,31580.98,284351,27695,2753,19906,16813,72068
DIANE,110,422756,139.97,31720.95,359966,30218,1555,6999,6420,17598
CHRISTIAN,111,415785,137.66,31858.61,174488,50901,2308,12721,18201,157166
JACK,112,415672,137.63,31996.24,361901,8007,2247,10121,13825,19571
CATHERINE,113,410554,135.93,32132.17,330379,25498,1492,16093,10536,26556
MEGAN,114,409938,135.73,32267.9,357817,8049,1799,8879,13447,19947
FRANK,115,407086,134.78,32402.68,292774,32900,2923,9297,7305,61887
ETHAN,116,403011,133.43,32536.12,264985,19840,2966,27671,23505,64044
HANNAH,117,402716,133.34,32669.45,326144,12453,2028,18367,18683,25041
TERESA,118,402459,133.25,32802.71,264279,26236,2484,8981,9682,90797
TAYLOR,119,389227,128.87,32931.58,299790,41009,3110,5392,19242,20684
SARA,120,384262,127.23,33058.8,284800,9782,1659,10707,11376,65938
CAROLYN,121,384058,127.16,33185.96,299254,60214,1932,5201,8058,9399
DOUGLAS,122,383163,126.86,33312.82,337876,18108,1985,3764,8035,13395
BETTY,123,382958,126.79,33439.62,296176,54710,2959,7223,7300,14590
SEAN,124,377131,124.87,33564.49,288562,32137,1740,13352,18120,23220
TERRY,125,376943,124.8,33689.29,302916,48435,3313,5051,10098,7130
JUDITH,126,376697,124.72,33814.01,328782,11616,1068,3656,4715,26860
ALEX,127,373478,123.66,33937.67,197728,22321,2286,23123,11289,116731
JEREMY,128,372710,123.4,34061.07,279785,30273,3403,8749,14359,36141
NOAH,129,372418,123.31,34184.37,231949,28787,2431,11577,24895,72779
CHERYL,130,372339,123.28,34307.65,309147,40191,2951,5378,9179,5493
DIANA,131,369699,122.41,34430.06,190538,15939,1630,12528,7375,141689
JERRY,132,369614,122.38,34552.44,284581,41890,3393,9741,9400,20609
MARTHA,133,368247,121.92,34674.36,186690,23433,1676,1915,3945,150588
CHRIS,134,366265,121.27,34795.63,278322,26367,2575,12549,10440,36012
RAYMOND,135,364286,120.61,34916.24,247858,39854,3597,15412,9283,48282
AUSTIN,136,362147,119.9,35036.15,292091,14960,2779,10036,16214,26067
MADISON,137,360348,119.31,35155.45,272451,27857,2446,5957,18739,32898
SHIRLEY,138,360152,119.24,35274.7,261898,65282,2555,10800,7185,12432
ALEXIS,139,358353,118.65,35393.35,179918,41738,2124,6165,18653,109755
JANE,140,356610,118.07,35511.42,277666,30019,1453,19205,5367,22900
HENRY,141,354671,117.43,35628.85,217504,46088,2237,21091,11061,56690
JULIA,142,349784,115.81,35744.66,241359,17856,1913,12805,11067,64784
ANGEL,143,348579,115.41,35860.07,43283,25464,2183,6980,4971,265698
GABRIEL,144,347543,115.07,35975.14,129326,21171,2612,7817,15365,171252
DYLAN,145,343918,113.87,36089.01,246190,13135,2368,11404,17065,53756
ABIGAIL,146,342494,113.4,36202.41,242395,11726,1312,10478,13885,62698
LOGAN,147,341578,113.09,36315.5,270382,12499,2427,5826,18996,31448
VICTOR,148,337306,111.68,36427.18,76506,27887,1411,12804,4201,214497
GLORIA,149,331530,109.77,36536.95,124451,59974,2094,10801,4728,129482
JESUS,150,331350,109.71,36646.66,4305,868,462,3183,218,322314
JACQUELINE,151,331317,109.7,36756.35,184213,60934,1665,8078,8906,67521
DANIELLE,152,329069,108.95,36865.31,235976,41305,2325,4780,14146,30537
KEITH,153,328988,108.93,36974.23,247954,56827,2096,5020,9134,7957
SOPHIA,154,327895,108.56,37082.8,164828,15344,1646,21433,19221,105423
DENISE,155,327829,108.54,37191.34,228713,45954,2022,4422,7630,39088
BRYAN,156,327372,108.39,37299.73,207327,22037,2009,10885,8616,76498
JOYCE,157,324171,107.33,37407.06,246499,51401,1569,11678,5977,7047
NATALIE,158,324016,107.28,37514.34,202308,16954,1570,9542,12422,81220
AMBER,159,322914,106.91,37621.25,244486,26286,3378,5548,15898,27318
GRACE,160,322612,106.81,37728.07,222630,21934,1496,32103,12317,32132
ANA,161,321858,106.57,37834.63,27093,2634,339,4834,1386,285572
KATHRYN,162,316033,104.64,37939.27,289271,5353,1069,3645,7657,9038
JAMIE,163,312012,103.31,38042.58,249236,17963,2888,7756,11285,22884
ISABELLA,164,309076,102.33,38144.91,144694,7789,1467,8906,16744,129476
JOAN,165,306622,101.52,38246.43,268191,17521,916,5315,3554,11125
DOROTHY,166,304934,100.96,38347.39,227011,60099,1726,3874,5536,6688
KAYLA,167,303202,100.39,38447.78,195656,41080,2226,8916,16283,39041
BRITTANY,168,302727,100.23,38548.01,217225,44536,2106,2167,12764,23929
JANICE,169,302295,100.09,38648.1,241429,37442,1873,8226,5392,7933
ERIN,170,301437,99.8,38747.9,262315,12355,1281,5601,9097,10788
SHANNON,171,300974,99.65,38847.55,249808,24301,2779,3588,11184,9314
LORI,172,299426,99.14,38946.69,271545,7847,1679,3028,6646,8681
MIGUEL,173,295998,98,39044.69,6723,3792,435,2721,628,281699
ROGER,174,294718,97.58,39142.27,242540,16839,2251,6156,6382,20550
JESSE,175,293712,97.25,39239.52,186253,21415,3066,5820,10778,66380
EVELYN,176,293624,97.22,39336.74,156864,29328,1725,14603,8769,82335
TIFFANY,177,293276,97.1,39433.84,170490,64307,2210,18254,12424,25591
ANN,178,293054,97.03,39530.87,255846,13354,996,10715,4454,7689
LESLIE,179,290496,96.18,39627.05,190537,23789,2000,5545,6780,61845
ANTONIO,180,289179,95.75,39722.79,36286,54837,1094,7519,4639,184804
KATHY,181,288049,95.37,39818.16,242577,15870,1884,9865,6080,11773
VIRGINIA,182,286260,94.78,39912.94,208554,17278,1907,7653,5256,45612
RUTH,183,285964,94.68,40007.62,203296,26210,1395,6634,4795,43634
ALAN,184,284873,94.32,40101.94,201774,9664,1295,14704,5726,51710
ROBIN,185,284365,94.15,40196.1,232741,27589,2157,4885,8693,8300
JORGE,186,282866,93.66,40289.75,6824,1039,209,1327,254,273213
JUDY,187,281131,93.08,40382.83,237920,13420,1825,11666,5715,10585
ALLISON,188,280748,92.95,40475.78,219873,8790,1197,7590,8284,35014
CAMERON,189,280516,92.88,40568.66,191021,45247,2039,4023,19600,18586
HELEN,190,280360,92.83,40661.49,203059,30506,1745,20077,5012,19961
SHAWN,191,279686,92.6,40754.09,211106,36838,2939,6338,11596,10869
THERESA,192,278865,92.33,40846.42,213852,27983,2022,7646,7235,20127
TAMMY,193,277310,91.82,40938.24,233423,19143,2558,6123,9200,6863
JOE,194,275871,91.34,41029.57,168012,32574,2687,7996,5587,59015
ALYSSA,195,274551,90.9,41120.48,178315,12933,1981,9250,14469,57603
CRYSTAL,196,274097,90.75,41211.23,156376,44435,3044,6814,11161,52267
MARTIN,197,271880,90.02,41301.25,136733,12218,1425,4943,3960,112601
JEAN,198,270224,89.47,41390.72,207183,35840,874,9236,3778,13313
MASON,199,269853,89.35,41480.06,197820,17457,2072,7563,15852,29089
TRACY,200,268037,88.75,41568.81,208764,33629,1878,7559,7878,8329
BRUCE,201,267816,88.67,41657.48,229979,19831,1501,4230,5726,6549
LUKE,202,267177,88.46,41745.94,221466,4540,1396,6993,11897,20885
MONICA,203,264970,87.73,41833.67,101538,35033,1667,10241,6197,110294
MARIE,204,264229,87.48,41921.16,164938,61778,2043,7348,5525,22597
CALEB,205,264111,87.45,42008.6,184419,25331,2029,6752,15193,30387
STEVE,206,262426,86.89,42095.49,205820,15564,1669,10881,5090,23402
GERALD,207,258431,85.56,42181.05,210152,29261,2149,3550,5140,8179
WENDY,208,257745,85.34,42266.39,187506,11419,1082,9802,5608,42328
AVA,209,257512,85.26,42351.65,169748,22969,1434,6788,18957,37616
PAULA,210,256422,84.9,42436.55,190246,18512,1635,3037,5588,37404
JOEL,211,256020,84.77,42521.32,137796,15870,1207,8549,5225,87373
CHARLOTTE,212,254532,84.27,42605.59,205753,16979,1545,5165,10993,14097
ROSA,213,254284,84.19,42689.78,20867,14457,448,3026,1135,214351
EVAN,214,254262,84.18,42773.97,191368,10980,1316,10672,12652,27274
TINA,215,253386,83.89,42857.86,188649,22665,2639,15631,9363,14439
ELIJAH,216,252755,83.69,42941.55,107342,59488,2377,6268,24168,53112
DAWN,217,252267,83.52,43025.07,217895,16240,1929,2196,8283,5724
RANDY,218,250617,82.98,43108.05,196941,18775,2423,6271,6213,19994
BEVERLY,219,249644,82.66,43190.71,196890,37387,1698,2998,5013,5658
LUCAS,220,249248,82.52,43273.23,173864,4034,1300,9928,11844,48278
MARILYN,221,248664,82.33,43355.56,195610,22051,1648,5999,3502,19854
CODY,222,248584,82.3,43437.87,216720,4695,3231,3397,10363,10178
TRAVIS,223,248555,82.29,43520.16,195243,28841,2707,3280,9550,8934
KIM,224,246388,81.58,43601.74,179679,26448,1429,25031,7315,6486
COURTNEY,225,246240,81.53,43683.27,188215,36831,1526,2491,9526,7651
FRANCISCO,226,246224,81.52,43764.79,6234,1182,447,4251,455,233655
WALTER,227,244848,81.07,43845.86,165335,39263,1564,3076,5593,30017
CRAIG,228,244482,80.95,43926.8,210530,20267,1354,2532,5414,4385
CARL,229,243436,80.6,44007.4,187206,38533,1868,3156,6510,6163
ALICIA,230,242748,80.37,44087.78,101881,30874,1721,6689,7673,93910
ISAAC,231,242216,80.2,44167.97,108295,23753,1774,8135,11644,88615
ADRIAN,232,241088,79.82,44247.8,45273,31176,1801,6855,6880,149103
MANUEL,233,240817,79.73,44327.53,15784,4065,818,5932,820,213398
LAWRENCE,234,240674,79.69,44407.21,178682,36878,2007,7341,5535,10231
CINDY,235,240220,79.54,44486.75,170488,6556,1370,17846,5209,38751
JACKSON,236,239894,79.43,44566.18,197151,7942,1337,4241,13460,15763
VANESSA,237,239189,79.19,44645.37,68919,33752,1852,8203,7694,118769
TODD,238,238705,79.03,44724.4,218844,8398,1130,1744,5161,3428
CARMEN,239,237751,78.72,44803.12,41838,14637,904,4552,2843,172977
BRADLEY,240,237483,78.63,44881.75,211993,6909,1506,2316,6779,7980
VINCENT,241,237080,78.5,44960.25,145330,29412,1645,17884,7562,35247
MORGAN,242,235729,78.05,45038.3,191136,20594,1526,2362,10560,9551
VERONICA,243,234662,77.7,45115.99,61772,31581,1500,5089,4540,130180
HUNTER,244,230190,76.21,45192.2,198715,3868,2341,2382,11325,11559
ALEXANDRA,245,229432,75.96,45268.17,148455,6334,698,4216,9297,60432
MIKE,246,228049,75.51,45343.67,180910,11962,1734,7803,4850,20790
VALERIE,247,226028,74.84,45418.51,132187,32534,1800,5255,5692,48560
MELANIE,248,225741,74.74,45493.25,142870,13221,1483,7472,6581,54114
ALICE,249,225226,74.57,45567.82,157968,26661,1870,14206,5602,18919
PHILIP,250,223031,73.84,45641.67,186725,10307,836,9546,5418,10199
IAN,251,222813,73.77,45715.44,153977,11979,1204,9361,11533,34759
ANNE,252,221694,73.4,45788.84,198724,7016,430,7275,3440,4809
BRIANNA,253,221276,73.26,45862.1,113078,32470,1370,3241,11607,59510
MIA,254,219775,72.77,45934.87,80226,18227,1152,9484,13320,97366
BONNIE,255,219142,72.56,46007.43,198969,6781,1225,2951,4611,4605
JASMINE,256,218318,72.28,46079.71,42587,77183,1685,13677,16788,66398
LIAM,257,218134,72.22,46151.93,147072,6668,1114,6460,14462,42358
PHILLIP,258,216750,71.76,46223.7,156075,28229,2243,6374,7158,16671
ERICA,259,215653,71.4,46295.1,114015,39494,1291,5186,7413,48254
KATIE,260,215040,71.2,46366.3,180244,7486,1156,7474,5720,12960
MARIO,261,213071,70.55,46436.84,26082,16272,691,4416,1554,164056
WAYNE,262,213033,70.53,46507.38,171256,25595,1778,5351,5406,3647
OSCAR,263,212941,70.5,46577.88,20425,9230,554,4105,1549,177078
DANA,264,210585,69.72,46647.6,169129,18999,1564,3611,6497,10785
CHAD,265,209144,69.25,46716.85,186169,8020,1620,2403,6357,4575
CONNIE,266,209008,69.2,46786.05,170334,12037,1561,7917,4697,12462
JEFF,267,208614,69.07,46855.12,184292,7040,1202,5635,4525,5920
CONNOR,268,208365,68.99,46924.11,181063,2444,883,3745,10131,10099
APRIL,269,206083,68.23,46992.34,140359,28204,2101,5159,7949,22311
ARTHUR,270,205841,68.15,47060.5,138390,34181,1403,6365,5299,20203
RUSSELL,271,202727,67.12,47127.62,174337,12172,1667,3524,5874,5153
SHEILA,272,202161,66.93,47194.55,145471,33536,1613,5000,5537,11004
FRANCES,273,201696,66.78,47261.33,152116,18631,1362,4737,3945,20905
DEREK,274,201269,66.64,47327.97,143225,19446,1615,7785,8312,20886
LEAH,275,200966,66.54,47394.51,143195,14815,1425,6821,8758,25952
CHLOE,276,200405,66.35,47460.86,135673,15348,1240,13919,13476,20749
MICHELE,277,199114,65.93,47526.79,167218,12801,828,2651,5345,10271
KRISTEN,278,199108,65.92,47592.71,170798,7691,1009,3577,6086,9947
CAROLINE,279,199039,65.9,47658.61,161565,7900,994,7862,5726,14992
AUDREY,280,198827,65.83,47724.44,141530,20404,1323,8804,8648,18118
NORMA,281,197661,65.44,47789.89,84698,11119,1032,5019,2061,93732
DANNY,282,197113,65.26,47855.15,132321,14784,1732,12816,5174,30286
ROSE,283,196310,65,47920.15,125828,29214,2338,7781,5234,25915
JAYDEN,284,195735,64.81,47984.95,60644,42472,1698,12389,16775,61757
JILL,285,194542,64.41,48049.36,182373,3150,535,2409,3109,2966
JULIAN,286,193598,64.1,48113.46,46780,18862,1273,5009,8687,112987
AIDEN,287,193515,64.07,48177.54,107940,17704,1556,10192,13206,42917
LYNN,288,193290,64,48241.53,171005,7777,817,7179,3279,3233
ALBERT,289,192226,63.64,48305.18,107562,30549,1852,11705,3944,36614
TONY,290,191116,63.28,48368.45,96860,39767,1917,19930,5335,27307
RILEY,291,191102,63.27,48431.73,153415,8958,1407,3464,10612,13246
NATHANIEL,292,189976,62.9,48494.63,106298,36075,1658,6134,10961,28850
RICARDO,293,189953,62.89,48557.52,7600,11453,367,4557,1020,164956
CLAUDIA,294,189170,62.63,48620.15,58578,8632,493,1849,1982,117636
SUZANNE,295,188917,62.55,48682.7,173236,2628,605,2697,3742,6009
DALE,296,188896,62.54,48745.24,169897,8795,1479,1873,4255,2597
SHERRY,297,187601,62.11,48807.36,155067,17628,1715,4110,5720,3361
HAROLD,298,186444,61.73,48869.09,143338,26917,1826,2343,4183,7837
ELLA,299,185531,61.43,48930.52,140224,15772,1205,5784,9740,12806
RITA,300,184211,60.99,48991.51,131544,15508,1495,6675,3278,25711
MARCUS,301,184052,60.94,49052.45,64123,75866,2034,4481,11933,25615
PEGGY,302,183683,60.82,49113.26,159561,12556,1192,2532,3894,3948
LOUIS,303,183372,60.71,49173.97,118544,22641,1314,4089,3923,32861
JOHNNY,304,183111,60.63,49234.6,85258,40845,2366,11158,5135,38349
HOLLY,305,182744,60.51,49295.11,165773,2642,1064,2865,5663,4737
LILLIAN,306,182252,60.34,49355.45,130593,14660,1371,5666,8444,21518
JOANNE,307,181754,60.18,49415.63,153517,9800,672,8212,2593,6960
JARED,308,180305,59.7,49475.32,137670,9813,1464,3757,7203,20398
ALEJANDRO,309,180046,59.61,49534.94,3913,698,290,1626,235,173284
BROOKE,310,178446,59.08,49594.02,153051,7133,1035,1408,6961,8858
AMELIA,311,176479,58.43,49652.45,112201,7736,1079,7513,9580,38370
OWEN,312,176420,58.41,49710.86,148358,4398,822,4077,8344,10421
ELAINE,313,176184,58.33,49769.2,135736,16312,996,9782,2973,10385
ROY,314,176161,58.33,49827.52,125463,22334,1806,6755,4902,14901
ISAIAH,315,175786,58.2,49885.72,43550,51897,1984,3744,18298,56313
AVERY,316,175335,58.05,49943.78,128081,14337,1315,3845,11548,16209
PEDRO,317,175195,58.01,50001.78,6919,1636,286,2122,365,163867
DORIS,318,174010,57.61,50059.39,117256,31975,1004,3539,2721,17515
BLAKE,319,173524,57.45,50116.85,145865,7852,1248,1610,7861,9088
BILLY,320,173436,57.42,50174.27,133810,20605,2556,3933,5467,7065
RHONDA,321,173382,57.41,50231.68,137259,25175,1736,601,5456,3155
ELLEN,322,173110,57.32,50288.99,152952,7008,700,6476,2782,3192
JIMMY,323,173058,57.3,50346.29,101924,24277,2332,14244,4815,25466
ROBERTO,324,172375,57.07,50403.36,9843,1811,220,4365,397,155739
RODNEY,325,172298,57.05,50460.41,112369,45099,1477,2703,4790,5860
DUSTIN,326,171393,56.75,50517.16,151174,2559,2060,2688,6512,6400
WANDA,327,171034,56.63,50573.79,115656,34237,1635,1162,4224,14120
SYDNEY,328,169165,56.01,50629.79,126081,16206,880,4787,10230,10981
GAVIN,329,168736,55.87,50685.66,131321,7179,1038,4217,9738,15243
HECTOR,330,168415,55.76,50741.42,3116,1069,201,1061,176,162792
SHANE,331,167534,55.47,50796.89,139542,7689,2004,3239,7713,7347
ALLEN,332,166926,55.27,50852.16,119592,21338,1666,9031,4960,10339
PHYLLIS,333,165944,54.94,50907.1,134876,23242,1132,1279,2809,2606
CASEY,334,165304,54.73,50961.83,141322,5818,1399,3043,6300,7422
GAIL,335,165125,54.67,51016.51,140925,16134,784,2282,2751,2249
LEE,336,164574,54.49,51071,121291,22515,1345,8188,4707,6528
RENEE,337,164464,54.45,51125.45,120051,22098,1234,3327,5198,12556
ANITA,338,164323,54.41,51179.86,101129,23071,1530,12119,4028,22446
JAY,339,164091,54.33,51234.18,122333,10575,1309,14460,4635,10779
CLAIRE,340,163949,54.28,51288.47,139027,3473,381,8859,5799,6410
BOBBY,341,163858,54.25,51342.72,110309,35269,2091,3495,5338,7356
KRISTIN,342,163323,54.08,51396.79,145897,4404,677,2417,4391,5537
TROY,343,162599,53.84,51450.63,120515,23976,1458,2618,6587,7445
RALPH,344,162517,53.81,51504.44,125022,16019,1051,2226,3077,15122
STACY,345,162112,53.67,51558.11,127887,15007,1209,3147,4619,10243
EVA,346,161326,53.41,51611.53,80513,12770,1139,7516,5161,54227
JON,347,161312,53.41,51664.94,137608,5289,1082,4125,4579,8629
EDWIN,348,160741,53.22,51718.16,58959,10775,720,8247,2077,79963
CARTER,349,160404,53.11,51771.27,121960,15773,1018,2310,10285,9058
CURTIS,350,159668,52.87,51824.13,104109,42874,1693,2073,5517,3402
JAVIER,351,158816,52.58,51876.71,2744,2133,213,408,243,153075
TARA,352,158364,52.43,51929.15,126461,13883,1297,4445,6507,5771
JAIME,353,158228,52.39,51981.54,43614,2503,493,4539,1970,105109
CARRIE,354,157743,52.23,52033.76,132164,13846,1240,2166,4413,3914
JEREMIAH,355,157205,52.05,52085.81,62504,49170,1849,3914,10444,29324
CHASE,356,157106,52.02,52137.83,123723,13951,1169,2122,8137,8004
COREY,357,156602,51.85,52189.68,104244,37630,1189,1580,6499,5460
WILLIE,358,156150,51.7,52241.38,20889,124757,892,1292,3717,4603
SEBASTIAN,359,156137,51.7,52293.08,41281,4820,523,3115,5207,101191
LILY,360,155676,51.54,52344.62,107573,2906,898,15307,9219,19773
RANDALL,361,155627,51.53,52396.15,137214,7306,1336,1932,4076,3763
WESLEY,362,155432,51.46,52447.61,121863,13350,1459,4776,6852,7132
MOLLY,363,153459,50.81,52498.42,139560,1393,635,3145,3765,4961
SYLVIA,364,152890,50.62,52549.04,71312,23860,1075,5041,2901,48701
EDUARDO,365,152641,50.54,52599.58,5595,691,146,4861,281,141067
JEFFERY,366,152241,50.41,52649.98,120846,19440,1284,1657,4512,4502
WYATT,367,152061,50.35,52700.33,132375,1855,1583,1077,7347,7824
SOFIA,368,151653,50.21,52750.54,39990,2298,277,5313,4156,99619
FERNANDO,369,151647,50.21,52800.75,7212,1936,424,2998,315,138762
LANDON,370,151004,50,52850.75,118254,8695,1280,2612,8401,11762
SAVANNAH,371,149935,49.64,52900.39,105909,10473,1350,1815,9542,20846
